item,stock
bq12036,184
ww12037,85
zb12038,151
vu12039,130
lp12040,7
ck12041,101
qd12042,191
fm12043,100
ew12044,67
vx12045,163
er12046,50
do12047,80
iq12048,85
aa12049,50
wb12050,61
ca12051,131
yu12052,59
gw12053,15
bn12054,34
wq12055,22
bm12056,103
ur12057,155
ry12058,162
zz12059,21
yb12060,176
cy12061,111
mg12062,93
pm12063,69
oq12064,159
ra12065,200
mx12066,128
pz12067,31
bn12068,109
hl12069,128
pl12070,189
xw12071,174
zn12072,12
mo12073,179
fq12074,199
pp12075,118
ry12076,127
nm12077,184
mh12078,26
re12079,140
vj12080,119
kd12081,104
js12082,139
eu12083,57
rj12084,15
rd12085,45
on12086,163
jo12087,1
jk12088,60
ij12089,198
gs12090,97
fc12091,65
id12092,43
rr12093,193
we12094,183
wv12095,189
ss12096,197
ej12097,144
pu12098,108
ek12099,162
nl12100,197
yo12101,185
ak12102,168
rt12103,19
bz12104,86
qs12105,145
si12106,66
aa12107,118
pl12108,182
gu12109,111
mw12110,66
xw12111,149
yj12112,65
ft12113,172
fg12114,186
pi12115,48
lp12116,112
pr12117,156
ov12118,153
wa12119,26
gf12120,57
cb12121,151
oy12122,160
wc12123,134
pn12124,88
st12125,27
km12126,28
ev12127,121
ae12128,164
fu12129,36
rs12130,174
mh12131,17
db12132,93
ff12133,77
oy12134,198
vy12135,119
ww12136,131
jx12137,145
kq12138,35
lr12139,168
vf12140,120
xu12141,179
ef12142,9
eg12143,105
sj12144,3
kf12145,125
na12146,38
hz12147,160
yj12148,124
ra12149,169
tt12150,66
xk12151,21
no12152,188
qk12153,101
jw12154,166
mr12155,135
ga12156,158
zj12157,39
gx12158,81
wn12159,0
nu12160,107
ip12161,8
le12162,89
hc12163,166
jx12164,16
me12165,121
ep12166,97
la12167,58
xl12168,183
mp12169,95
ii12170,46
wi12171,2
kr12172,4
zk12173,176
ns12174,81
ul12175,16
qw12176,29
qw12177,133
pq12178,80
ob12179,42
lc12180,176
ns12181,27
bx12182,25
ul12183,9
jw12184,41
sz12185,35
rk12186,135
ru12187,17
li12188,85
ku12189,156
um12190,89
eg12191,180
xt12192,55
pq12193,88
dk12194,14
ez12195,159
wc12196,148
lo12197,126
ww12198,24
wx12199,55
vb12200,93
og12201,51
dw12202,194
bf12203,195
ue12204,80
uv12205,38
uw12206,161
lr12207,0
xa12208,20
wu12209,39
cq12210,43
dc12211,11
zi12212,193
kx12213,76
ab12214,41
zf12215,7
rh12216,104
sm12217,91
wz12218,28
wu12219,25
ux12220,135
il12221,34
gt12222,124
kk12223,107
ur12224,94
hx12225,143
cf12226,148
hu12227,35
wk12228,149
ev12229,29
js12230,39
en12231,168
lk12232,68
ph12233,63
gw12234,23
ec12235,160
vv12236,3
mv12237,149
or12238,198
fy12239,191
fa12240,83
fl12241,149
mu12242,8
ad12243,142
yr12244,144
xu12245,25
bx12246,157
cy12247,50
xk12248,45
hd12249,166
eq12250,15
ai12251,105
ex12252,200
ia12253,8
fv12254,4
xz12255,181
fx12256,106
vv12257,147
cm12258,48
xa12259,70
jm12260,157
ya12261,21
rj12262,4
vl12263,193
nt12264,8
ps12265,67
vn12266,11
co12267,187
mc12268,24
yl12269,55
we12270,181
xi12271,134
un12272,112
zt12273,180
ew12274,182
qp12275,173
dp12276,55
ik12277,136
qr12278,195
yi12279,178
uw12280,83
qu12281,122
ad12282,174
kn12283,71
kr12284,108
ct12285,30
le12286,7
gq12287,75
qj12288,39
ax12289,133
br12290,100
em12291,109
dm12292,161
ie12293,29
nv12294,40
vj12295,120
ey12296,39
wv12297,86
nm12298,84
uf12299,185
jg12300,193
vs12301,26
qz12302,100
dk12303,175
rk12304,66
jr12305,5
dk12306,167
yb12307,198
fy12308,79
bi12309,120
ro12310,197
ku12311,129
dv12312,100
og12313,182
al12314,160
dz12315,187
ls12316,158
hk12317,138
ui12318,158
ly12319,16
pn12320,182
yl12321,57
gh12322,50
kj12323,116
oc12324,29
mo12325,23
ac12326,74
nv12327,153
ug12328,53
fa12329,75
aa12330,3
ud12331,75
gc12332,77
js12333,25
mq12334,140
vc12335,195
nn12336,135
fa12337,32
sa12338,133
uu12339,139
uw12340,22
yo12341,82
nh12342,35
zs12343,33
of12344,0
fl12345,143
ap12346,168
nt12347,187
hc12348,100
ga12349,194
yj12350,98
mx12351,116
rm12352,14
vz12353,116
gq12354,47
ho12355,91
hw12356,86
yp12357,8
oa12358,55
fa12359,127
hq12360,161
fn12361,148
mc12362,182
yh12363,46
mg12364,158
xh12365,51
zk12366,55
hv12367,44
pw12368,166
il12369,127
ua12370,107
ht12371,28
ay12372,143
go12373,123
dj12374,41
ql12375,149
ix12376,178
sw12377,116
ch12378,144
qa12379,92
bs12380,134
vh12381,108
au12382,174
yk12383,39
bg12384,116
ol12385,74
dj12386,179
au12387,78
ct12388,2
va12389,119
mq12390,16
og12391,86
pt12392,142
zj12393,178
xp12394,46
ba12395,61
fu12396,150
we12397,49
zf12398,125
cz12399,51
zj12400,165
oo12401,136
zv12402,147
re12403,20
wi12404,98
qk12405,75
gi12406,106
rd12407,157
co12408,154
dc12409,60
tj12410,182
xl12411,128
ok12412,196
je12413,190
ff12414,23
ss12415,71
wq12416,143
oe12417,63
fd12418,65
xv12419,115
su12420,79
zd12421,128
ch12422,133
co12423,198
ie12424,66
im12425,95
av12426,121
fs12427,198
wy12428,152
ua12429,88
fu12430,167
yq12431,83
vc12432,56
jg12433,193
sk12434,191
td12435,171
bx12436,78
qc12437,87
aj12438,151
oj12439,132
jz12440,35
co12441,8
mo12442,73
yw12443,59
rv12444,119
rh12445,110
ja12446,12
pi12447,150
na12448,25
tb12449,119
hy12450,125
dh12451,93
ky12452,33
vz12453,120
bl12454,155
bm12455,49
gv12456,72
ba12457,11
zl12458,70
rs12459,3
ij12460,62
tb12461,83
qj12462,45
wt12463,135
da12464,29
ek12465,144
ov12466,132
sj12467,49
yk12468,183
vq12469,67
gq12470,42
li12471,28
qu12472,149
zl12473,185
da12474,168
fw12475,192
nr12476,70
ir12477,20
wj12478,73
my12479,100
pq12480,37
fw12481,80
nk12482,67
zb12483,11
yp12484,76
vk12485,187
jx12486,163
lo12487,134
kt12488,197
uc12489,131
pj12490,57
cr12491,85
cl12492,181
vq12493,32
sq12494,37
me12495,185
aa12496,151
uz12497,177
fi12498,84
dm12499,17
jb12500,44
ks12501,53
um12502,65
vq12503,111
dh12504,57
qj12505,174
ei12506,172
sz12507,194
mf12508,53
ik12509,49
hk12510,192
de12511,116
qq12512,185
vt12513,98
rj12514,200
ps12515,39
jd12516,39
pw12517,5
oh12518,6
iv12519,56
yr12520,194
ai12521,7
ly12522,100
st12523,2
ur12524,45
mn12525,52
ox12526,104
my12527,116
jj12528,191
yn12529,105
lu12530,33
om12531,173
ae12532,149
gx12533,16
ib12534,139
bt12535,83
xt12536,39
kn12537,175
hu12538,62
dq12539,74
xk12540,29
ai12541,125
yb12542,91
ug12543,148
gd12544,191
oy12545,119
yk12546,88
aj12547,80
lm12548,145
cy12549,127
wp12550,58
em12551,133
dk12552,120
sn12553,97
et12554,130
jv12555,54
ob12556,77
vl12557,135
ko12558,165
mz12559,157
px12560,10
hk12561,26
nt12562,28
zz12563,138
yk12564,56
el12565,186
as12566,91
tp12567,36
rj12568,44
sh12569,128
vv12570,71
tm12571,191
xa12572,93
xk12573,118
kr12574,82
rb12575,169
ek12576,145
sa12577,160
bd12578,110
jz12579,110
ej12580,1
ey12581,195
mj12582,169
kk12583,184
yv12584,127
cs12585,166
vc12586,149
tn12587,197
dp12588,40
ma12589,30
pz12590,177
kq12591,165
ts12592,196
md12593,20
mc12594,111
tw12595,62
bb12596,136
id12597,128
xn12598,181
kw12599,146
yq12600,155
qc12601,131
uq12602,190
ta12603,21
jq12604,142
ji12605,54
mi12606,71
zq12607,70
bc12608,134
ow12609,181
ib12610,101
gl12611,198
qx12612,31
ps12613,109
yk12614,114
uj12615,142
ch12616,26
me12617,185
mk12618,108
vv12619,63
nh12620,112
vg12621,68
lr12622,172
ib12623,165
bk12624,83
zv12625,177
cp12626,108
bp12627,118
wq12628,102
ux12629,69
um12630,42
wq12631,109
yk12632,160
mh12633,9
wb12634,106
au12635,17
ig12636,108
yw12637,106
wg12638,83
gb12639,135
jf12640,91
ky12641,108
zq12642,89
sb12643,117
je12644,72
sv12645,93
kr12646,166
jb12647,200
ru12648,112
ro12649,68
cq12650,91
ir12651,138
sw12652,21
wl12653,73
av12654,158
wb12655,45
zp12656,52
xi12657,28
gq12658,197
zb12659,195
ha12660,70
ll12661,46
qm12662,40
eo12663,0
dt12664,140
qr12665,146
vl12666,28
iq12667,173
mx12668,12
pp12669,75
mv12670,176
qi12671,8
gy12672,188
fb12673,38
bi12674,107
xa12675,11
gy12676,92
ye12677,5
fg12678,139
qd12679,21
yi12680,120
ti12681,121
zo12682,183
sr12683,34
fx12684,88
cg12685,181
lc12686,8
lf12687,157
hm12688,123
yc12689,110
wr12690,132
jw12691,167
xf12692,184
sp12693,164
na12694,129
tp12695,136
cp12696,125
on12697,97
qy12698,73
sy12699,138
ec12700,114
ti12701,62
pw12702,75
fk12703,104
pw12704,152
ec12705,86
sg12706,126
qc12707,104
zz12708,128
yo12709,39
bj12710,122
nh12711,173
vj12712,3
fa12713,161
gv12714,3
rj12715,96
si12716,94
xw12717,149
jg12718,36
lp12719,18
yj12720,69
ov12721,51
nj12722,91
zz12723,21
zs12724,195
cs12725,68
be12726,143
yd12727,186
ks12728,90
mm12729,71
tl12730,178
xc12731,104
iw12732,132
bx12733,66
lm12734,47
tb12735,71
je12736,183
ka12737,76
bq12738,171
np12739,70
cq12740,69
se12741,14
vc12742,64
gs12743,143
wa12744,101
aq12745,52
us12746,123
us12747,130
aw12748,64
ep12749,92
yc12750,113
cn12751,37
en12752,99
br12753,77
gq12754,68
fl12755,167
am12756,6
cy12757,114
tm12758,171
sk12759,62
wp12760,140
te12761,8
vl12762,168
sd12763,5
yw12764,91
rb12765,157
sw12766,18
ty12767,53
pt12768,61
tt12769,88
mk12770,144
cx12771,48
wm12772,116
un12773,131
bt12774,41
vw12775,124
nx12776,2
yd12777,31
sl12778,200
or12779,48
lp12780,131
ad12781,123
xg12782,10
mi12783,75
rm12784,24
cv12785,3
at12786,127
xb12787,142
jp12788,9
mh12789,199
lp12790,31
pb12791,107
bc12792,8
gx12793,151
tj12794,150
bo12795,182
co12796,61
sm12797,52
gd12798,99
dc12799,198
uo12800,81
im12801,2
be12802,54
fl12803,33
ug12804,20
ld12805,46
aj12806,42
uz12807,86
uw12808,170
zh12809,13
lr12810,84
st12811,135
dj12812,18
th12813,73
ha12814,172
ta12815,182
eh12816,83
qf12817,110
oo12818,5
rm12819,164
lo12820,37
dv12821,160
ju12822,83
nz12823,113
wz12824,69
um12825,76
vb12826,115
cg12827,86
qw12828,73
pn12829,194
nt12830,164
sp12831,114
jg12832,130
nl12833,151
dh12834,8
tl12835,186
ro12836,92
wd12837,55
ec12838,166
ht12839,147
rm12840,89
td12841,171
rp12842,122
il12843,197
mk12844,66
yw12845,5
sl12846,75
hk12847,33
vr12848,148
dl12849,189
cw12850,164
qe12851,15
iv12852,103
qf12853,23
nh12854,148
us12855,200
jr12856,197
hc12857,117
ak12858,139
jc12859,52
wi12860,14
hk12861,121
xt12862,197
na12863,82
eq12864,56
kv12865,105
sc12866,198
iy12867,5
jy12868,107
hz12869,100
vy12870,93
nn12871,42
ku12872,170
yb12873,198
db12874,20
lk12875,134
sc12876,135
kn12877,176
sv12878,116
lv12879,91
wa12880,153
fp12881,185
iz12882,150
dt12883,176
jt12884,74
ao12885,18
dv12886,113
el12887,62
jq12888,157
tp12889,87
wr12890,128
yn12891,60
li12892,176
pt12893,5
kr12894,16
us12895,29
nv12896,161
vy12897,64
rk12898,150
jl12899,1
zg12900,65
ok12901,115
cv12902,93
uz12903,187
ai12904,24
yb12905,191
ow12906,128
bu12907,161
nl12908,197
ul12909,192
se12910,144
ib12911,142
sf12912,182
kc12913,179
df12914,188
ix12915,111
qt12916,129
dg12917,169
je12918,45
ag12919,27
kg12920,194
bf12921,68
cb12922,196
if12923,82
sy12924,118
gn12925,175
cg12926,188
wh12927,55
ty12928,46
qp12929,89
wm12930,122
cz12931,124
yh12932,163
ir12933,100
hc12934,75
ge12935,174
kh12936,22
ng12937,51
ik12938,176
py12939,70
ow12940,117
yl12941,26
gw12942,19
lr12943,22
wq12944,57
ok12945,168
gr12946,41
zz12947,48
ha12948,177
xb12949,123
hm12950,192
dq12951,53
bk12952,40
tp12953,8
wd12954,177
cy12955,115
lp12956,115
mp12957,121
pr12958,8
pm12959,194
wj12960,197
qu12961,28
so12962,152
vs12963,118
nc12964,85
px12965,52
eg12966,58
st12967,52
np12968,17
of12969,19
vt12970,150
oh12971,172
ob12972,96
hi12973,42
fa12974,183
mm12975,49
qn12976,94
yg12977,54
ol12978,126
vn12979,111
ty12980,76
vb12981,92
fe12982,180
sj12983,63
ys12984,141
ip12985,153
cu12986,22
fi12987,136
mz12988,8
yh12989,3
kr12990,160
sp12991,129
av12992,136
qi12993,107
po12994,100
xz12995,124
rl12996,175
hk12997,172
rj12998,143
xj12999,7
aj13000,112
gs13000,100
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
